msno,city,bd,gender,registered_via,registration_init_time,age,registration_date,registration_year,registration_month,transaction_count,avg_plan_days,avg_plan_price,avg_amount_paid,auto_renew_rate,cancel_rate,is_churn
6HiRM2ytsDI3iiKVDnjf8TSQLkfU/bN7+1ZzlYXdR2c=,15.0,31.0,female,9.0,20090527.0,31.0,2009-05-27,2009.0,5.0,2.0,30.0,180.0,180.0,0.0,0.0,1
27NoE33x48dFS4tL5hfVrpRofLPslP5lZtg60TA/WWc=,21.0,18.0,male,4.0,20160527.0,18.0,2016-05-27,2016.0,5.0,1.0,30.0,149.0,149.0,0.0,0.0,0
f6VTh1twnXKcNSh+NlMZY8U+BXZ2N9nzs746a+9zggw=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
GLz+AbJ8I4M6tF4YOXRRuYT0UGS2xYiSp5IKH4TAFz0=,6.0,52.0,female,9.0,20110405.0,52.0,2011-04-05,2011.0,4.0,1.0,30.0,180.0,180.0,1.0,0.0,0
xYPCcr0e4XSopKN+a5df8Xcd2zSmBry9f5hNr+UY6sY=,1.0,0.0,,7.0,20111130.0,,2011-11-30,2011.0,11.0,1.0,30.0,149.0,149.0,1.0,0.0,0
APruW1JS3T5XD0HRD7hX5gcYc++Y/vfcp5eEoEZFbWg=,1.0,0.0,,7.0,20140221.0,,2014-02-21,2014.0,2.0,1.0,30.0,99.0,99.0,1.0,0.0,0
gHZKrKu/rjn0Kf7VsyMIgiIX4XbdaQCRuCEbjdmAgaY=,1.0,0.0,,3.0,20131209.0,,2013-12-09,2013.0,12.0,,,,,,,0
0uE/WsiwR0UhVj6Hctxbu338EuEqiKJuuOitX7cZU5Y=,13.0,26.0,male,9.0,20110122.0,26.0,2011-01-22,2011.0,1.0,1.0,30.0,149.0,149.0,1.0,0.0,0
+/3YULGImytEIORO9vFOqGP7P2B2QfJXAk72tB9iikg=,5.0,20.0,male,7.0,20140809.0,20.0,2014-08-09,2014.0,8.0,1.0,195.0,894.0,894.0,0.0,0.0,1
ef/AoLBs+kQF4ham/gJiPvwc6/RsjOjImXc7yokW/hw=,4.0,0.0,,7.0,20130417.0,,2013-04-17,2013.0,4.0,2.0,30.0,149.0,149.0,1.0,0.0,0
xuO6uLE1qw3o558SaoG1poyFT7VygJefe5KJ9i30tYE=,1.0,0.0,,4.0,20160708.0,,2016-07-08,2016.0,7.0,1.0,30.0,149.0,149.0,0.0,0.0,0
HS38dc4T02iZzCXnYneF7KkS21c6FOk+pBOdVvlG29U=,5.0,32.0,female,9.0,20100825.0,32.0,2010-08-25,2010.0,8.0,2.0,30.0,149.0,149.0,1.0,0.0,0
upMp5Pn7nufun12ZdkqxXyv4P0hxZPazshhaC9fWy+g=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
XEnxJ9x1O1qoesAG0+19O7oTqmm3W6Ty0wfzjllZnog=,,,,,,,,,,1.0,30.0,149.0,149.0,1.0,0.0,0
ooww+S/mFl6llWuqv64tFigZTrVZSpwm9kF+Tqipb7g=,4.0,27.0,male,3.0,20121101.0,27.0,2012-11-01,2012.0,11.0,1.0,30.0,180.0,180.0,1.0,0.0,0
gVNLjm/xV3SvhEaqUr5XC3aOBVGiGo8NdfE3AaDnVO4=,1.0,0.0,,7.0,20161106.0,,2016-11-06,2016.0,11.0,1.0,30.0,99.0,99.0,1.0,0.0,0
DqF94LCK/OFMbNsTNNyiw+peHdE2pBDsbN5XP4aSDkk=,8.0,25.0,female,9.0,20071109.0,25.0,2007-11-09,2007.0,11.0,1.0,30.0,149.0,149.0,1.0,0.0,0
XhV38UhCyrbp4Nfxv+atx8OwRFXpMXRagdsgvFx9tfY=,,,,,,,,,,1.0,30.0,149.0,149.0,1.0,0.0,0
xuJMRYa9/5nsG7D2ku/A5Vz0cMyloTtx0l3oIn+TCiw=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
PFe+kuUcPFIWBoyUKvoJSoauzb84VmOneKiPvyv4hPQ=,1.0,0.0,,7.0,20170203.0,,2017-02-03,2017.0,2.0,1.0,30.0,100.0,100.0,1.0,0.0,0
y2tBBI9gUaKNWCyQirlRi58BQW+qpPnb27P63WiOtZU=,1.0,0.0,,7.0,20150830.0,,2015-08-30,2015.0,8.0,1.0,30.0,99.0,99.0,1.0,0.0,0
2wgPaTTnx2boE1GgCsz6us7RAPJMjeN4GzZflZ8JJVs=,13.0,21.0,female,9.0,20091205.0,21.0,2009-12-05,2009.0,12.0,1.0,30.0,149.0,149.0,0.0,0.0,0
9M9J3+jebDzWv+dnApvDBHijnR/O5gyQsgwiy3FkHo8=,13.0,46.0,male,9.0,20080726.0,46.0,2008-07-26,2008.0,7.0,1.0,30.0,149.0,149.0,1.0,0.0,0
gyfg8M38DhqIEcug8ApjY3QA8Uk5Dxt0fBaoYYK+ScE=,1.0,0.0,,9.0,20150529.0,,2015-05-29,2015.0,5.0,1.0,30.0,149.0,149.0,1.0,0.0,0
XBshQlPlyqrNDNpmE+ZXVJ1F20MjAlMiqyC3QCIFAVw=,13.0,21.0,male,7.0,20140125.0,21.0,2014-01-25,2014.0,1.0,1.0,30.0,149.0,149.0,1.0,0.0,0
l27thtG+LS0E6LI6suI04TN5UD2AXfcXECBszR6Sn7E=,13.0,23.0,female,3.0,20130515.0,23.0,2013-05-15,2013.0,5.0,2.0,30.0,149.0,149.0,1.0,0.0,0
ep7kdofnmsc7a7gPtlKyqb1JjBqWTBBp5q7GQxvrAFQ=,13.0,27.0,female,3.0,20130503.0,27.0,2013-05-03,2013.0,5.0,2.0,30.0,149.0,149.0,1.0,0.0,0
d3eSl+1nQxSdnfbdLm27NvwJqznW43QLmcaUgeQMCxE=,1.0,0.0,,7.0,20150710.0,,2015-07-10,2015.0,7.0,1.0,30.0,99.0,99.0,1.0,0.0,0
w3pmk8NL+bLMBS8qy6dI28LhOZkZx8/shhaKFUS9yN0=,1.0,0.0,,7.0,20101112.0,,2010-11-12,2010.0,11.0,1.0,30.0,129.0,129.0,1.0,0.0,1
Dp/8y+5F7Naws69+SZeePrD/T52J3DdK31efA9PrNB0=,1.0,0.0,,9.0,20161120.0,,2016-11-20,2016.0,11.0,1.0,100.0,480.0,480.0,0.0,0.0,1
WkfwhScb4PNDvYpOKyWsF3PwCLhQxP4XtocCe/+dpU4=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
h5edWreyfN98Xpf+ixJPRm3tyUajVWpXIkvQXPMDXOI=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
jqlpuVeYwEH/AucP5fcdfpO6bwWkMKQLsoJeeKJAxAs=,1.0,0.0,,7.0,20150714.0,,2015-07-14,2015.0,7.0,1.0,30.0,149.0,149.0,1.0,0.0,0
W00Q4FTSRLMMGsByPlwzwm9nw1KwjRNst+wxWXWrpnY=,13.0,30.0,male,9.0,20070225.0,30.0,2007-02-25,2007.0,2.0,2.0,30.0,180.0,180.0,1.0,0.0,0
mE2+cOOlZ0j8fPfrOiFOX5uGB/G+KQFCvI5ZGbgFbYU=,1.0,0.0,,3.0,20140308.0,,2014-03-08,2014.0,3.0,,,,,,,1
d8jQ3/ny3dOAQwDM57Z2Cw6MXivC1K0XhbpFHkR+x/o=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
SCeNxY9fDkfmOk6in4C5sbpIi04xdu6w45fJL21V7a4=,1.0,0.0,,7.0,20160327.0,,2016-03-27,2016.0,3.0,1.0,30.0,149.0,149.0,1.0,0.0,0
jSbZU2XKFriZflR3h+97IZaZl80kQjM8ibQL3NHeXPg=,,,,,,,,,,1.0,30.0,100.0,100.0,1.0,0.0,0
6G79EwmYTLPfcqUAsNv3MFgDRNCTU0FmRTzNrrN4SLs=,1.0,0.0,,7.0,20150826.0,,2015-08-26,2015.0,8.0,1.0,30.0,99.0,99.0,1.0,0.0,0
SSizjfZocds5XmclEqs736KTqvw/8fyqrlItDkMAf78=,1.0,0.0,,7.0,20110825.0,,2011-08-25,2011.0,8.0,1.0,30.0,99.0,99.0,1.0,0.0,0
tytC0iBFM1mZgYmEMpSqM5xUek0Ze/zFU5YKESCWcfg=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
DOHdrs4cmiM7tZWZVlBSdpRVzuOEgdXMHgCu9vDw+8Q=,22.0,24.0,female,9.0,20120729.0,24.0,2012-07-29,2012.0,7.0,1.0,30.0,149.0,149.0,0.0,0.0,0
vWbVXEeyk8xK2Yc/tGtLvzTHliEiVxVOcDV2ETWRwgY=,9.0,21.0,female,7.0,20121222.0,21.0,2012-12-22,2012.0,12.0,,,,,,,1
dW5oYrfTVCboMCII8bCXg8kdsgwEIKkbj0hPdHgLu94=,8.0,0.0,,3.0,20130925.0,,2013-09-25,2013.0,9.0,,,,,,,1
ZXYE63q96iEd2wkhH9rIen/vreWCE02lp2Nr001Gn1I=,13.0,0.0,,9.0,20150515.0,,2015-05-15,2015.0,5.0,1.0,30.0,149.0,149.0,1.0,0.0,0
b9mD5SbZFVFFZNdYkmXr8P/8benXERJw2Hcc5V8+Rm8=,14.0,30.0,female,9.0,20120317.0,30.0,2012-03-17,2012.0,3.0,,,,,,,1
IxTSGI1ZCpUS2pf+V2M7n3rO48yd59SvTeVzJJwq1B8=,1.0,0.0,,7.0,20160626.0,,2016-06-26,2016.0,6.0,1.0,30.0,99.0,99.0,1.0,0.0,0
OLUXvOXupAq47iDk9SZeesJ8kRJwb/TwrUp/UPWS8es=,5.0,30.0,female,9.0,20101109.0,30.0,2010-11-09,2010.0,11.0,2.0,30.0,149.0,149.0,1.0,0.0,0
cVq5BzaiUvyd0Hi04hBwmFZbV1/GjVhpaPp8PURmbGg=,13.0,28.0,male,3.0,20150208.0,28.0,2015-02-08,2015.0,2.0,1.0,30.0,180.0,180.0,1.0,0.0,0
DtmyYbHoaO9fYC07zbiV8ZQY5ic4EbI/Cf8gqHV3Jtc=,1.0,0.0,,7.0,20110127.0,,2011-01-27,2011.0,1.0,1.0,30.0,149.0,149.0,1.0,0.0,0
vrzhhf0HZcEm8L6QJSnNnyKCCDdjiSHDkTXsg6mTao0=,22.0,21.0,female,7.0,20121201.0,21.0,2012-12-01,2012.0,12.0,1.0,30.0,129.0,129.0,1.0,0.0,0
8g4p945x1CG6VKWHKCKfHlfBQaXSH66JLD3cDmTIleE=,1.0,0.0,,7.0,20151225.0,,2015-12-25,2015.0,12.0,1.0,30.0,99.0,99.0,1.0,0.0,0
sqqmwkYEMKF5z2rBj35Yc8BRz7qn5JDAGXHxLParSGM=,1.0,0.0,,7.0,20131014.0,,2013-10-14,2013.0,10.0,1.0,30.0,149.0,149.0,1.0,0.0,0
rQ+ORWXES0H2TUxYujhsLed/VB/9nveR3n2OhLMBwJQ=,,,,,,,,,,1.0,30.0,149.0,149.0,1.0,0.0,0
KQfR+2PT7AJsGVIaXO6J0yp3HVVaniOGPV+rsyBBRZA=,,,,,,,,,,1.0,30.0,149.0,149.0,1.0,0.0,0
15BVkLqmTaPNqAi/w1bi+Lg94/a4S9wxTbQwHtXfe4U=,1.0,0.0,,7.0,20170110.0,,2017-01-10,2017.0,1.0,1.0,30.0,149.0,149.0,1.0,0.0,0
Zq7DQxuNLY4EdXaLTb/d9uz4nnFsTyNDi7LPCrTPG8A=,1.0,0.0,,3.0,20130214.0,,2013-02-14,2013.0,2.0,1.0,30.0,180.0,180.0,1.0,0.0,0
E77WQqg/tG6XQGezX4NUZ9+FfSGxJZPFqlmr2OdGLtE=,14.0,0.0,,4.0,20160124.0,,2016-01-24,2016.0,1.0,1.0,30.0,180.0,180.0,1.0,0.0,0
MhYNghNMzSOUE69jgx8TvqWIYz9mtttC+lkCQJybSVs=,11.0,0.0,male,3.0,20140914.0,,2014-09-14,2014.0,9.0,1.0,30.0,149.0,149.0,0.0,0.0,0
wdMjtrcCIMJhKobis2RBDBP0/+Ij9nqwLpy9kfHMJDo=,11.0,20.0,male,9.0,20140603.0,20.0,2014-06-03,2014.0,6.0,,,,,,,1
jdEja5kiGrmvZTRQoGV3r0btX6In/gJ9qd7XyV1boE0=,1.0,0.0,,7.0,20160430.0,,2016-04-30,2016.0,4.0,1.0,30.0,99.0,99.0,1.0,0.0,0
ZprvxIZzDuU2mZPnk7otnjs0wS4AnH+Li7YgILe9aLk=,1.0,24.0,female,4.0,20160318.0,24.0,2016-03-18,2016.0,3.0,1.0,30.0,180.0,180.0,1.0,0.0,0
FF4DiAN+fltFcbgwEt5FFPirBZL34Qjt3SJjyhELZBs=,6.0,29.0,female,9.0,20050924.0,29.0,2005-09-24,2005.0,9.0,1.0,30.0,149.0,149.0,1.0,0.0,0
sRxoPSkDm8ocTWBviQyCg7aUeYbF5rKBTgS82tQQajM=,1.0,0.0,,7.0,20160801.0,,2016-08-01,2016.0,8.0,1.0,30.0,99.0,99.0,1.0,0.0,0
ESFIGEFPBkSkCp4we8oUy2QSA1uyix4aHHTccA4S99o=,15.0,28.0,male,3.0,20151017.0,28.0,2015-10-17,2015.0,10.0,1.0,30.0,149.0,149.0,1.0,0.0,0
fFFKbIwjas/MQ+BQlJZXA9O9SSTozQCEXN3lxlhsApY=,1.0,0.0,,7.0,20150728.0,,2015-07-28,2015.0,7.0,1.0,30.0,99.0,99.0,1.0,0.0,0
PZjJngk7h7rXhNERiwt5YXjeyRugXkexepYGmNhH/Ts=,1.0,0.0,,7.0,20170104.0,,2017-01-04,2017.0,1.0,1.0,30.0,99.0,99.0,1.0,0.0,0
8BTAenLW2LPi/Pjj4o+t8+AJ81LU3/oU7b+z0ddQgYU=,1.0,0.0,,7.0,20130607.0,,2013-06-07,2013.0,6.0,1.0,30.0,149.0,149.0,1.0,0.0,0
8IdEz0PbUwlA5TVN5YGsOBkNPx+lVNPhEqfnQw/CKVQ=,13.0,26.0,female,9.0,20120217.0,26.0,2012-02-17,2012.0,2.0,1.0,30.0,149.0,149.0,1.0,0.0,0
tGDzAvU2/9UKhNktMqGTQw1ZCFEkGwnDktVh1GZwDSw=,4.0,32.0,male,9.0,20061108.0,32.0,2006-11-08,2006.0,11.0,1.0,195.0,894.0,894.0,0.0,0.0,1
yHMc1hzqRGdIWpFPd2n6td+fxth3pgahCf4OOSO7Xn8=,,,,,,,,,,1.0,30.0,129.0,129.0,1.0,0.0,0
+2Avxc/wqokuDNaFja5tfwFMrFLRao4HAWVXU/NJYIU=,1.0,0.0,,7.0,20170106.0,,2017-01-06,2017.0,1.0,1.0,30.0,99.0,99.0,1.0,0.0,0
WcOJsdNJ4xm5RMMLFNKfD8rbSGLCvIy0T/LyzuRNohQ=,15.0,34.0,male,3.0,20120909.0,34.0,2012-09-09,2012.0,9.0,1.0,30.0,149.0,149.0,1.0,0.0,0
68eAzfadXe7JkIdlF19xCNyXhRNYxpYcH3n6DVE4Ye4=,13.0,36.0,male,9.0,20130215.0,36.0,2013-02-15,2013.0,2.0,2.0,30.0,149.0,149.0,1.0,0.0,0
cUVbRzdSLDRSLp5ZTY7P9c7EmA40zO7mcA0uH6jOfWo=,1.0,0.0,,7.0,20160921.0,,2016-09-21,2016.0,9.0,1.0,30.0,129.0,129.0,1.0,0.0,0
1fXzQ5lK23L+5lwqjwXkPmd7QFCtOiLQ66fk3KTg2C8=,,,,,,,,,,1.0,30.0,100.0,100.0,1.0,0.0,0
Dvse4Ksnns6z0/sQB7F49dD05gzMq67buHPzIE8fWnk=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
dt1qPYjXBm1yptnebhIxkqA0I8WQtigs9IcpdgMp5mo=,15.0,25.0,female,3.0,20120121.0,25.0,2012-01-21,2012.0,1.0,2.0,30.0,149.0,149.0,1.0,0.0,0
XnQiZVRQKGBjV9u/pAGwZGTbvq/a427SCkgBSXrWT1k=,1.0,0.0,,7.0,20150821.0,,2015-08-21,2015.0,8.0,1.0,30.0,99.0,99.0,1.0,0.0,0
yp7Zory12UZZlz5taZUU9kK8j9NW25EuHVFAVM3bqC4=,13.0,29.0,female,9.0,20070420.0,29.0,2007-04-20,2007.0,4.0,1.0,30.0,149.0,149.0,1.0,0.0,0
luzM8WSv6sIx1JIN13XReZREdPr+8BSJfVgVmqx9/zk=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
yQ9pT4LNavTT/iNmos4EUfmCXdkr6czVuBsBGbZVzY8=,14.0,40.0,male,9.0,20070309.0,40.0,2007-03-09,2007.0,3.0,1.0,30.0,149.0,149.0,1.0,0.0,0
W5JnMFdK1F3GbufZg+e7weOaYpxIXZ+KRkFkcMxFoaU=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
KqpsQOiXica99b9biTZhaNlczhkgQ8Sd1XLsabct7Wo=,1.0,0.0,,7.0,20160717.0,,2016-07-17,2016.0,7.0,1.0,30.0,99.0,99.0,1.0,0.0,0
50xEx7IOT+TAv9xlRcdx7qQUR+WQT1P3g939iWZo44E=,1.0,0.0,,7.0,20160609.0,,2016-06-09,2016.0,6.0,1.0,30.0,99.0,99.0,1.0,0.0,0
y5Y8mx7BdJK6tOdvSdFHk3vbkavoaf47kl0VjBkZBjw=,13.0,0.0,female,9.0,20040903.0,,2004-09-03,2004.0,9.0,1.0,30.0,149.0,149.0,1.0,0.0,0
6whQ/l/RvgoevDpGf+C1lmoVr4mUpQnwqnVOHFhygtQ=,1.0,0.0,,7.0,20160509.0,,2016-05-09,2016.0,5.0,1.0,30.0,99.0,99.0,1.0,0.0,0
/4+31+/bRN28ZzfrIgOqLP9k6pJjqWr+AM/o9mRPzBs=,1.0,0.0,,7.0,20131106.0,,2013-11-06,2013.0,11.0,1.0,30.0,99.0,99.0,1.0,0.0,0
TxRLPLdRiHGELuzNLWoZUOZLLtXHIENOE1CQ6KibhBM=,4.0,22.0,male,3.0,20140311.0,22.0,2014-03-11,2014.0,3.0,1.0,30.0,149.0,149.0,1.0,0.0,0
qHMwcptzSD6CWfUySmWtlf3BwEOgbgu9wPLSMUP8n6k=,1.0,0.0,,7.0,20130109.0,,2013-01-09,2013.0,1.0,1.0,30.0,99.0,99.0,1.0,0.0,0
K7bWK6Kjrw61YDq+Pwd8knwkBK2Mc8Z7PdrJUBpkIWE=,14.0,20.0,male,3.0,20160210.0,20.0,2016-02-10,2016.0,2.0,1.0,30.0,149.0,149.0,0.0,0.0,0
cbJzQPGwKoVn2dAvw5nUKMut0NuEo99X2JYWg8hXT9k=,1.0,0.0,,7.0,20150905.0,,2015-09-05,2015.0,9.0,1.0,30.0,99.0,99.0,1.0,0.0,0
rLJVLDZIEnck4BsNIn71wVtQL6SBouRZnis5Dv+fTwE=,1.0,0.0,,7.0,20161230.0,,2016-12-30,2016.0,12.0,1.0,30.0,99.0,99.0,1.0,0.0,0
PToq9L6pvIUZjGcNFS/nnO33cBoygPS9Y1D3npyvVIQ=,4.0,43.0,female,9.0,20100514.0,43.0,2010-05-14,2010.0,5.0,1.0,30.0,149.0,149.0,1.0,0.0,0
WSvjI6vWZA0bmHg834JHuxyrxbDWTW4iC3YTQtxgr1I=,1.0,0.0,,9.0,20150114.0,,2015-01-14,2015.0,1.0,1.0,195.0,894.0,894.0,0.0,0.0,1
RZdlqnBSb/YfuTgIzlJfKE6vuGrlOLGqyud91cKoVa0=,1.0,0.0,,9.0,20150913.0,,2015-09-13,2015.0,9.0,1.0,30.0,149.0,149.0,0.0,0.0,0
6qivgZSay7eSuWYsL52BDoZRu5XNu8ezl0obNWC2eZQ=,10.0,24.0,male,3.0,20120817.0,24.0,2012-08-17,2012.0,8.0,1.0,30.0,149.0,149.0,1.0,0.0,0
Cb0T5uGFczOYX7srpNVac9Ib0nTj/xVmugXklOF9+pw=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
U9o/9fEiUBY6SY+6EAtHx8rnn1rhdwMAhYN21TQNArA=,15.0,24.0,male,3.0,20161210.0,24.0,2016-12-10,2016.0,12.0,1.0,30.0,149.0,149.0,1.0,0.0,0
EzGxezlVT+7Tm/Bv+OH5AGzBWeGN/3zl0JBqjHWo1bI=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
mr2lXGoMFmoj/t19SSE0hd8iKHd4SC3kgByzmHdhlsE=,1.0,0.0,,7.0,20151112.0,,2015-11-12,2015.0,11.0,1.0,30.0,129.0,129.0,1.0,0.0,0
SxX9m3w7kNkit3PzYkccT4uehffVaedbXKJOrBKJe4Y=,5.0,31.0,female,9.0,20080422.0,31.0,2008-04-22,2008.0,4.0,1.0,30.0,149.0,149.0,1.0,0.0,0
F64g1SNIMwyAbpLZ171chWHPZ/1l0XouLy7urNOuceQ=,1.0,0.0,,7.0,20100614.0,,2010-06-14,2010.0,6.0,3.0,30.0,129.0,129.0,1.0,0.0,1
ORavm8d37U4YvNILkvKuPAY/QbsIMO+zBwOFhhI8W1s=,13.0,33.0,male,9.0,20070621.0,33.0,2007-06-21,2007.0,6.0,1.0,30.0,180.0,180.0,0.0,0.0,0
3bQLO9xr/oJsapJhp5EJPGVgb/6pKPUNV+CmVVo7Zhw=,1.0,0.0,,7.0,20130725.0,,2013-07-25,2013.0,7.0,12.0,30.0,116.33333333333333,116.33333333333333,1.0,0.08333333333333333,0
ceJziPXZJOybTY7+r6r26YWUWXj7sUNCN01hus5j1iQ=,5.0,26.0,female,3.0,20120717.0,26.0,2012-07-17,2012.0,7.0,1.0,30.0,149.0,149.0,1.0,0.0,0
ViVUI2mUrkyc+MO21TgjjIzOvVk8MLgWDhIQUBmklkg=,1.0,0.0,,7.0,20151121.0,,2015-11-21,2015.0,11.0,1.0,30.0,129.0,129.0,1.0,0.0,0
CP5Q4tAUhWoMOZgFJ55kwFfamJUNQqiFNKKPnHBtIYs=,1.0,0.0,,7.0,20160205.0,,2016-02-05,2016.0,2.0,1.0,30.0,99.0,99.0,1.0,0.0,0
GehaofGKHYDn5cmti+ksiRCSLbnitVYx+58nOGtrT4k=,1.0,0.0,,4.0,20160522.0,,2016-05-22,2016.0,5.0,1.0,30.0,149.0,149.0,0.0,0.0,0
pfSh19wnBkbSex2vKFeLDEwayI8mfIoxh83XqJc+L2c=,5.0,29.0,male,9.0,20110828.0,29.0,2011-08-28,2011.0,8.0,1.0,30.0,180.0,180.0,1.0,0.0,0
CWY8fKZ0+CSzdYu3y5rVTtgisi1I6RCkRybkVXzmnU0=,,,,,,,,,,1.0,30.0,149.0,149.0,1.0,0.0,0
KxPH57T3/tTiJg14sbkheazkfDCThh4xNJX92QPvyh4=,5.0,26.0,male,9.0,20061022.0,26.0,2006-10-22,2006.0,10.0,1.0,30.0,180.0,180.0,0.0,0.0,0
9/bwu8e0Wv/uomovTnXBNMOM6frb2XN5ke3ltENZ0JE=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
7MmqGeIaFSwX0RzrjWshliUOcA2Ee1HpiDsqydHf+fk=,1.0,0.0,,7.0,20160604.0,,2016-06-04,2016.0,6.0,1.0,30.0,99.0,99.0,1.0,0.0,0
wJkbAY1wAIOswegODBb9OPC56Bv/vLXsxYEs6g4lCEo=,1.0,0.0,,7.0,20131105.0,,2013-11-05,2013.0,11.0,1.0,30.0,149.0,149.0,1.0,0.0,0
iQuP3cb9yC+1AiIQI+duUI7ANnVEvFCVDkwFBevouRA=,1.0,0.0,,7.0,20091210.0,,2009-12-10,2009.0,12.0,1.0,30.0,149.0,149.0,1.0,0.0,0
MBgUHzkfDupG3LYoyKVjpUhqX+TPR1RgP/WDLSx5Gaw=,1.0,0.0,,4.0,20160706.0,,2016-07-06,2016.0,7.0,1.0,30.0,180.0,180.0,1.0,0.0,0
DnYVQlsaVhzLm/BkL2fjgnbdVP3c56RIVOhh1d0itBs=,1.0,0.0,,7.0,20130616.0,,2013-06-16,2013.0,6.0,1.0,30.0,149.0,149.0,1.0,0.0,0
mxG5YP+XYUk0S+XB9HfhsrlaWVvoZtsKIXyDYvfC1HA=,5.0,18.0,female,9.0,20150815.0,18.0,2015-08-15,2015.0,8.0,1.0,30.0,149.0,149.0,0.0,0.0,0
e2tlfLtpZ5xFniWiV8gKVEOxKRhZ6r8YKTUGMn7GpSs=,13.0,0.0,,7.0,20110127.0,,2011-01-27,2011.0,1.0,1.0,30.0,149.0,149.0,1.0,0.0,0
08PUW4fHqVSlYqCJEn3P01cQULN8mhZlR1aPcUNfI7k=,14.0,33.0,male,7.0,20140211.0,33.0,2014-02-11,2014.0,2.0,1.0,30.0,99.0,99.0,1.0,0.0,0
709pzg7xmxjfDseRsW2x4tic6lWCrzmB9T3b9Rzk3xE=,1.0,0.0,,7.0,20161207.0,,2016-12-07,2016.0,12.0,1.0,30.0,99.0,99.0,1.0,0.0,0
uvcD2otMIkoABgX9HDMarWtHQNIbwxg+Ly319daO/K4=,22.0,0.0,,9.0,20111112.0,,2011-11-12,2011.0,11.0,,,,,,,1
OE6MpWToHPB3RpF+HcIA5VIJ7TR2gkOn23nuPJ2TGxk=,1.0,0.0,,7.0,20130525.0,,2013-05-25,2013.0,5.0,1.0,30.0,129.0,129.0,1.0,0.0,0
Ji7JdlPPJJbmNWEbp3kxvArnKgC9hh3g0iLO2NgKzys=,1.0,0.0,,7.0,20151209.0,,2015-12-09,2015.0,12.0,1.0,30.0,99.0,99.0,1.0,0.0,0
DJF3g5UoBiJjXPG/NRpT8bFMDDbMU9cV+G0pd9IscRk=,1.0,0.0,,7.0,20110612.0,,2011-06-12,2011.0,6.0,1.0,30.0,99.0,99.0,1.0,0.0,0
SbxUU4PosD+0nC1DtIaHl+ndWVVNcebigpeNJeP9naY=,12.0,47.0,male,9.0,20110607.0,47.0,2011-06-07,2011.0,6.0,1.0,30.0,180.0,180.0,1.0,0.0,1
GnEZVRhGJsLuy2DDdC4P2Mn491URM+kYOV4GUx0mvVs=,1.0,0.0,,7.0,20111217.0,,2011-12-17,2011.0,12.0,1.0,30.0,99.0,99.0,1.0,0.0,0
Jzeq72JtERhMwMH+Bn2c0Nhha2L+fIaK/U4bIAbb9us=,1.0,0.0,,7.0,20160104.0,,2016-01-04,2016.0,1.0,1.0,30.0,99.0,99.0,1.0,0.0,0
N3Hrm+z2/9LWbmRIsze7zxsDoqgsdDXuFxJuvP0NoKw=,1.0,0.0,,13.0,20161129.0,,2016-11-29,2016.0,11.0,1.0,30.0,100.0,100.0,1.0,0.0,0
P5X3+Ux+eiTwgTZKEoc2Wws4OKksyzF++LL+ifAKsKs=,1.0,0.0,,3.0,20140211.0,,2014-02-11,2014.0,2.0,1.0,30.0,100.0,100.0,1.0,0.0,0
xAvRwNGuQLDH5XSUVXdXrsh8ZvCtr+Bla+8o9kcPBGQ=,22.0,30.0,female,9.0,20130605.0,30.0,2013-06-05,2013.0,6.0,1.0,30.0,149.0,149.0,1.0,0.0,0
lYIws+g/SMZicQQ5Ads6r14JnrGiIzY2D6e5xN+Y0Xw=,1.0,0.0,,7.0,20150809.0,,2015-08-09,2015.0,8.0,1.0,30.0,99.0,99.0,1.0,0.0,0
j/Y5y8q4jnVFeQnufVHQ26f9Uq5EteX9zRpZCqJctzA=,1.0,0.0,,7.0,20161110.0,,2016-11-10,2016.0,11.0,1.0,30.0,99.0,99.0,1.0,0.0,0
LoKenDEKE3oSdVN/BLC6aVaRy/OkXJ9TXnHwQ6ZmAAI=,5.0,32.0,female,7.0,20100624.0,32.0,2010-06-24,2010.0,6.0,1.0,30.0,149.0,149.0,1.0,0.0,0
mHY2XBbCZrWawjGRaU3C4uY7xVn4aLG07PsmIs+Wajo=,4.0,28.0,male,9.0,20140514.0,28.0,2014-05-14,2014.0,5.0,2.0,30.0,149.0,149.0,1.0,0.0,0
yM/0qbXqaJrFzeq4r5S/TNHV6M/W7HJVCfwkzP2zRCE=,1.0,0.0,,7.0,20151105.0,,2015-11-05,2015.0,11.0,1.0,30.0,99.0,99.0,1.0,0.0,0
